,movie_title,imdb_score,genres,director_name,plot_keywords,actors,movie_imdb_link,movie_titles
109,Eternal Sunshine of the Spotless Mind ,8.3,Drama|Fantasy|Romance|Sci-Fi,MichelGondry,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,KateWinslet|KirstenDunst|TomWilkinson,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,Eternal Sunshine of the Spotless Mind
110,"Peace, Propaganda & the Promised Land ",8.3,Documentary,SutJhally,arab israeli conflict|israel|media|middle east|palestine,NoamChomsky|SethAckerman|ArikAscherman,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1,"Peace, Propaganda & the Promised Land"
111,Up ,8.3,Adventure|Animation|Comedy|Family,PeteDocter,balloon|house|promise|retirement|skeleton,JohnRatzenberger|DelroyLindo|JessHarnell,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,Up
112,Rise of the Entrepreneur: The Search for a Better Way ,8.2,Documentary,JoeKenemore,business|entrepreneur|network marketing,BobProctor|JackCanfield|EricWorre,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,Rise of the Entrepreneur: The Search for a Better Way
113,Mr. Smith Goes to Washington ,8.2,Comedy|Drama,FrankCapra,camp|corruption|governor|senate|u.s. senate,ClaudeRains|JeanArthur|ThomasMitchell,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,Mr. Smith Goes to Washington
114,Incendies ,8.2,Drama|Mystery|War,DenisVilleneuve,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,LubnaAzabal|MélissaDésormeaux-Poulin|AhmadMassad,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,Incendies
115,The Thing ,8.2,Horror|Mystery|Sci-Fi,JohnCarpenter,alien creature|alien life form|antarctica|isolation|paranoia,WilfordBrimley|RichardMasur|DavidClennon,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,The Thing
116,Lage Raho Munna Bhai ,8.2,Comedy|Drama|Romance,RajkumarHirani,love|professor of history|radio|satyagraha|unscrupulous builder,VidyaBalan|SanjayDutt|JimmyShergill,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,Lage Raho Munna Bhai
117,Captain America: Civil War ,8.2,Action|Adventure|Sci-Fi,AnthonyRusso,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,RobertDowneyJr.|ScarlettJohansson|ChrisEvans,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,Captain America: Civil War
118,Growing Up Smith ,8.2,Comedy|Drama|Family,FrankLotito,adolescence|girl next door|growing vegetables|high standards|sent away,BrightonSharbino|JakeBusey|TimGuinee,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,Growing Up Smith
119,Warrior ,8.2,Drama|Sport,GavinO'Connor,alcoholic|mixed martial arts|return home|tournament|underdog,TomHardy|FrankGrillo|KevinDunn,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,Warrior
120,Finding Nemo ,8.2,Adventure|Animation|Comedy|Family,AndrewStanton,great barrier reef|protective father|separation from family|shark|short term memory loss,AlexanderGould|StephenRoot|BradGarrett,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,Finding Nemo
121,The Big Lebowski ,8.2,Comedy|Crime,JoelCoen,death|drug|nihilism|rug|white russian,PhilipSeymourHoffman|JeffBridges|SteveBuscemi,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,The Big Lebowski
122,Rebecca ,8.2,Drama|Film-Noir|Mystery|Thriller,AlfredHitchcock,death|estate|housekeeper|love|monte carlo,LaurenceOlivier|JoanFontaine|GeorgeSanders,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,Rebecca
123,It Happened One Night ,8.2,Comedy|Romance,FrankCapra,bus|detective|love|money|reporter,ClaudetteColbert|AlanHale|WalterConnolly,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,It Happened One Night
124,Howl's Moving Castle ,8.2,Adventure|Animation|Family|Fantasy,HayaoMiyazaki,anime|castle|demon|steampunk|witch,ChristianBale|BlytheDanner|JeanSimmons,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,Howl's Moving Castle
125,"Lock, Stock and Two Smoking Barrels ",8.2,Comedy|Crime,GuyRitchie,antique|cockney accent|hatchet|money|shotgun,JasonStatham|JasonFlemyng|DexterFletcher,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,"Lock, Stock and Two Smoking Barrels"
126,Blade Runner ,8.2,Sci-Fi|Thriller,RidleyScott,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,HarrisonFord|SeanYoung|M.EmmetWalsh,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,Blade Runner
127,The Deer Hunter ,8.2,Drama|War,MichaelCimino,escape|friend|party|pittsburgh steelers|vietnam,RobertDeNiro|MerylStreep|JohnSavage,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,The Deer Hunter
128,The Bridge on the River Kwai ,8.2,Adventure|Drama|War,DavidLean,allies|bridge|construction|jungle|sabotage,WilliamHolden|SessueHayakawa|JackHawkins,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,The Bridge on the River Kwai
129,V for Vendetta ,8.2,Action|Drama|Thriller,JamesMcTeigue,dystopia|freedom|government|revolution|terrorist,NataliePortman|EddieMarsan|RupertGraves,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,V for Vendetta
130,The Last Waltz ,8.2,Documentary|Music,MartinScorsese,band|final concert|guitar|interview|thanksgiving,RingoStarr|LevonHelm|BobDylan,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,The Last Waltz
131,On the Waterfront ,8.2,Crime|Drama|Romance,EliaKazan,death|dock|longshoreman|murder|union,MarlonBrando|KarlMalden|RodSteiger,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,On the Waterfront
132,Pan's Labyrinth ,8.2,Drama|Fantasy|War,GuillermodelToro,fairy|fairy tale|faun|princess|spain,IvanaBaquero|MaribelVerdú|SergiLópez,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,Pan's Labyrinth
133,The Elephant Man ,8.2,Biography|Drama,DavidLynch,curiosity|exploitation|freak|hospital|physical deformity,AnthonyHopkins|AnneBancroft|DexterFletcher,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,The Elephant Man
134,Godzilla Resurgence ,8.2,Action|Adventure|Drama|Horror|Sci-Fi,HideakiAnno,blood|godzilla|monster|sequel,MarkChinnery|Shin'yaTsukamoto|AtsukoMaeda,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,Godzilla Resurgence
135,The Act of Killing ,8.2,Biography|Crime|Documentary|History,JoshuaOppenheimer,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,AnwarCongo|HermanKoto|SyamsulArifin,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,The Act of Killing
136,Godzilla Resurgence ,8.2,Action|Adventure|Drama|Horror|Sci-Fi,HideakiAnno,blood|godzilla|monster|sequel,MarkChinnery|Shin'yaTsukamoto|AtsukoMaeda,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,Godzilla Resurgence
137,Die Hard ,8.2,Action|Thriller,JohnMcTiernan,christmas|christmas eve|christmas party|held at gunpoint|hostage,AlanRickman|BruceWillis|ReginaldVelJohnson,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,Die Hard
138,A Beautiful Mind ,8.2,Biography|Drama,RonHoward,conspiracy|cryptography|mathematician|mental illness|nobel prize,AdamGoldberg|AustinPendleton|JuddHirsch,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,A Beautiful Mind
139,The Brain That Sings ,8.2,Documentary|Family,AmalAl-Agroobi,autism|middle east|music therapy|united arab emirates,,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,The Brain That Sings
140,Into the Wild ,8.2,Adventure|Biography|Drama,SeanPenn,alaska|based on true story|male nudity|self discovery|wilderness,KristenStewart|WilliamHurt|HalHolbrook,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,Into the Wild
141,The Secret in Their Eyes ,8.2,Drama|Mystery|Thriller,JuanJoséCampanella,investigation|justice|murder|suspect|tension,RicardoDarín|SoledadVillamil|GuillermoFrancella,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,The Secret in Their Eyes
142,Gran Torino ,8.2,Drama,ClintEastwood,gang|gang rape|hmong|teenager|widower,ClintEastwood|DreamaWalker|AhneyHer,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,Gran Torino
143,Cries & Whispers ,8.2,Drama,IngmarBergman,dying|love|mansion|selfishness|turn of the century,LivUllmann|IngridThulin|ErlandJosephson,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,Cries & Whispers
144,Casino ,8.2,Biography|Crime|Drama,MartinScorsese,car bomb|card cheat|cash|casino|gambling syndicate,RobertDeNiro|DonRickles|KevinPollak,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,Casino
145,How to Train Your Dragon ,8.2,Adventure|Animation|Family|Fantasy,DeanDeBlois,dragon|island|training|viking|village,GerardButler|AmericaFerrera|CraigFerguson,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,How to Train Your Dragon
146,The Wolf of Wall Street ,8.2,Biography|Comedy|Crime|Drama,MartinScorsese,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,LeonardoDiCaprio|MatthewMcConaughey|JonFavreau,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,The Wolf of Wall Street
147,Trainspotting ,8.2,Drama,DannyBoyle,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,KellyMacdonald|ShirleyHenderson|EwenBremner,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,Trainspotting
148,Gone with the Wind ,8.2,Drama|History|Romance|War,VictorFleming,battle of the sexes|gallantry|honesty|indifference|scandal,HattieMcDaniel|GeorgeReeves|ThomasMitchell,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,Gone with the Wind
149,The Martian ,8.1,Adventure|Drama|Sci-Fi,RidleyScott,astronaut|international cooperation|left for dead|nasa|space habitat,MattDamon|DonaldGlover|BenedictWong,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,The Martian
150,The Conformist ,8.1,Drama,BernardoBertolucci,fascist|gun|italy|nudity|sexuality,Jean-LouisTrintignant|StefaniaSandrelli|DominiqueSanda,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,The Conformist
151,The Celebration ,8.1,Drama,ThomasVinterberg,dogme 95|family secret|haunted by the past|secret|speech,UlrichThomsen|PaprikaSteen|TrineDyrholm,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,The Celebration
152,Woodstock ,8.1,Documentary|History|Music,MichaelWadleigh,drugs|hippie|music festival|the who|woodstock,JoeCocker|JimiHendrix|JoanBaez,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,Woodstock
153,Destiny ,8.1,Action|Adventure|Fantasy|Sci-Fi,JosephKosinski,first person shooter,PeterDinklage|LaurenCohan|ErickAvari,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,Destiny
154,Shutter Island ,8.1,Mystery|Thriller,MartinScorsese,female prisoner|plot twist|self delusion|surprise ending|year 1954,LeonardoDiCaprio|JosephSikora|NellieSciutto,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,Shutter Island
155,Rocky ,8.1,Drama|Sport,JohnG.Avildsen,boxer|hometown hero|philadelphia pennsylvania|protective male|training,SylvesterStallone|BurgessMeredith|CarlWeathers,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,Rocky
156,High Noon ,8.1,Thriller|Western,FredZinnemann,appeasement|frontier justice|justice|one against many|street shootout,GaryCooper|LloydBridges|LonChaneyJr.,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,High Noon
157,Prisoners ,8.1,Crime|Drama|Mystery|Thriller,DenisVilleneuve,child abduction|detective|investigation|police|sex offender,HughJackman|JakeGyllenhaal|DylanMinnette,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,Prisoners
158,Jurassic Park ,8.1,Adventure|Sci-Fi|Thriller,StevenSpielberg,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,WayneKnight|ArianaRichards|BobPeck,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,Jurassic Park
159,The Terminator ,8.1,Action|Sci-Fi,JamesCameron,cyborg|future war|robot|shootout in a police station|urban setting,MichaelBiehn|BrianThompson|PaulWinfield,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,The Terminator
160,Rush ,8.1,Action|Biography|Drama|Sport,RonHoward,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,ChrisHemsworth|OliviaWilde|AlexandraMariaLara,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,Rush
161,Akira ,8.1,Action|Animation|Sci-Fi,KatsuhiroÔtomo,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,MitsuoIwata|TakeshiKusao|TesshôGenda,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,Akira
162,Stand by Me ,8.1,Adventure|Drama,RobReiner,friendship|summertime|treehouse|walking on train tracks|woods,MarshallBell|FrancesLeeMcCain|CaseySiemaszko,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,Stand by Me
163,The Grand Budapest Hotel ,8.1,Adventure|Comedy|Crime|Drama,WesAnderson,first person narration|hotel|lobby boy|mentor protege relationship|painting,BillMurray|TomWilkinson|F.MurrayAbraham,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,The Grand Budapest Hotel
164,Million Dollar Baby ,8.1,Drama|Sport,ClintEastwood,boxing|boxing trainer|death|suicide attempt|women boxing,ClintEastwood|MorganFreeman|MikeColter,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,Million Dollar Baby
165,Barry Lyndon ,8.1,Adventure|Drama|History|War,StanleyKubrick,18th century|england|rise and fall|rural setting|wealth,RyanO'Neal|StevenBerkoff|HardyKrüger,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,Barry Lyndon
166,The Help ,8.1,Drama,TateTaylor,black servant|chocolate pie|jackson mississippi|maid|writing a novel,EmmaStone|BryceDallasHoward|MikeVogel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,The Help
167,No Country for Old Men ,8.1,Crime|Drama|Thriller,EthanCoen,coin toss|desert|sheriff|texas|tracking device,KellyMacdonald|StephenRoot|BarryCorbin,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,No Country for Old Men
168,There Will Be Blood ,8.1,Drama,PaulThomasAnderson,alcoholic|alcoholism|money|oil|turn of the century,JimMeskimen|PaulF.Tompkins|KevinBreznahan,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,There Will Be Blood
169,Tae Guk Gi: The Brotherhood of War ,8.1,Action|Drama|War,Je-kyuKang,1950s|archeologist|korea|korean war|soldier,Min-sikChoi|BinWon|Dong-gunJang,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,Tae Guk Gi: The Brotherhood of War
170,The Sea Inside ,8.1,Biography|Drama|Romance,AlejandroAmenábar,dignity|euthanasia|freedom|lawyer|sailor,BelénRueda|LolaDueñas|TamarNovas,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,The Sea Inside
171,Groundhog Day ,8.1,Comedy|Fantasy|Romance,HaroldRamis,cult film|existentialism|groundhog day|time loop|trapped in a time loop,BillMurray|ChrisElliott|WillieGarson,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,Groundhog Day
172,Gandhi ,8.1,Biography|Drama|History,RichardAttenborough,british|india|indian|muslim|pakistan,CandiceBergen|AmrishPuri|JohnGielgud,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,Gandhi
173,The Princess Bride ,8.1,Adventure|Family|Fantasy|Romance,RobReiner,fairy tale|giant|pirate|princess|true love,RobinWright|CarolKane|AndrétheGiant,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,The Princess Bride
174,The Imitation Game ,8.1,Biography|Drama|Thriller|War,MortenTyldum,crossword puzzle|cryptography|enigma code|gay lead character|world war two,BenedictCumberbatch|RoryKinnear|AllenLeech,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,The Imitation Game
175,Hachi: A Dog's Tale ,8.1,Drama|Family,LasseHallström,dog|human animal relationship|japanese|loyalty|waiting,Cary-HiroyukiTagawa|SarahRoemer|JoanAllen,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,Hachi: A Dog's Tale
176,12 Years a Slave ,8.1,Biography|Drama|History,SteveMcQueen,racism|separation from family|social injustice|torture|whipping,QuvenzhanéWallis|ScootMcNairy|TaranKillam,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,12 Years a Slave
177,Spotlight ,8.1,Biography|Crime|Drama|History,TomMcCarthy,cover up|investigation|journalist|newspaper|sexual abuse,BillyCrudup|JameySheridan|Briand'ArcyJames,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,Spotlight
178,Hotel Rwanda ,8.1,Drama|History|War,TerryGeorge,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,DonCheadle|SophieOkonedo|HakeemKae-Kazim,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,Hotel Rwanda
179,Elite Squad ,8.1,Action|Crime|Drama|Thriller,JoséPadilha,brazil|military police|police|rio de janeiro brazil|slum,WagnerMoura|FernandaMachado|AndréRamiro,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,Elite Squad
180,Platoon ,8.1,Drama|War,OliverStone,1960s|famous score|hero|vietnam|vietnam war,JohnnyDepp|TomBerenger|KevinDillon,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,Platoon
181,In the Shadow of the Moon ,8.1,Documentary|History,DavidSington,1960s|astronaut|moon|nasa|spacecraft accident,JohnF.Kennedy|BuzzAldrin|NeilArmstrong,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,In the Shadow of the Moon
182,Butch Cassidy and the Sundance Kid ,8.1,Biography|Crime|Drama|Western,GeorgeRoyHill,bolivia|gang|outlaw|posse|train,KatharineRoss|TedCassidy|KennethMars,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,Butch Cassidy and the Sundance Kid
183,Gone Girl ,8.1,Crime|Drama|Mystery|Thriller,DavidFincher,based on novel|disappearance|missing person|missing wife|murder suspect,PatrickFugit|SelaWard|EmilyRatajkowski,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,Gone Girl
184,The Truman Show ,8.1,Comedy|Drama|Sci-Fi,PeterWeir,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,NataschaMcElhone|NoahEmmerich|PeterKrause,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,The Truman Show
185,Touching the Void ,8.1,Adventure|Documentary|Drama|Sport,KevinMacdonald,bone|climbing|crevasse|partner|rope,NicholasAaron|BrendanMackey|JoeSimpson,http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1,Touching the Void
186,Amores Perros ,8.1,Drama|Thriller,AlejandroG.Iñárritu,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,AdrianaBarraza|JorgeSalinas|GoyaToledo,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,Amores Perros
187,The Best Years of Our Lives ,8.1,Drama|Romance|War,WilliamWyler,love|pity|readjusting to civilian life|veteran|world war two veteran,MyrnaLoy|TeresaWright|DanaAndrews,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,The Best Years of Our Lives
188,The Avengers ,8.1,Action|Adventure|Sci-Fi,JossWhedon,alien invasion|assassin|battle|iron man|soldier,ChrisHemsworth|RobertDowneyJr.|ScarlettJohansson,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,The Avengers
189,Before Sunrise ,8.1,Drama|Romance,RichardLinklater,american|conversations|kiss|love|train,HannoPöschl|HansWeingartner|DominikCastell,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,Before Sunrise
190,Deadpool ,8.1,Action|Adventure|Comedy|Romance|Sci-Fi,TimMiller,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,RyanReynolds|EdSkrein|StefanKapicic,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,Deadpool
191,The Wizard of Oz ,8.1,Adventure|Family|Fantasy|Musical,VictorFleming,evil witch|tornado|witch|wizard|wizard of oz,MargaretHamilton|Terry|BillieBurke,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,The Wizard of Oz
192,Kill Bill: Vol. 1 ,8.1,Action,QuentinTarantino,bride|coma|japan|revenge|sword,DavidCarradine|VivicaA.Fox|ChiakiKuriyama,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,Kill Bill: Vol. 1
193,Cat on a Hot Tin Roof ,8.1,Drama|Romance,RichardBrooks,cancer|football|homosexuality|marriage|mississippi,BurlIves|JudithAnderson|JackCarson,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1,Cat on a Hot Tin Roof
194,The Man Who Shot Liberty Valance ,8.1,Drama|Western,JohnFord,friend|funeral|outlaw|pistol|stagecoach,LeeMarvin|WoodyStrode|VeraMiles,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,The Man Who Shot Liberty Valance
195,A Christmas Story ,8.1,Comedy|Family,BobClark,bb gun|boy|bully|christmas|tongue stuck on a pole,ZackWard|DarrenMcGavin|ScottSchwartz,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,A Christmas Story
196,Network ,8.1,Drama|Romance,SidneyLumet,media|monologue|television|television network|television news,RobertDuvall|FayeDunaway|WilliamHolden,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,Network
197,Annie Hall ,8.1,Comedy|Romance,WoodyAllen,breaking the fourth wall|comedian|jewish|neurosis|singer,WoodyAllen|CarolKane|ShelleyDuvall,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,Annie Hall
